ID	Cancer_type_mapped	Drug_curated	Association	Evidence_mapped
FGFR2--CIT	Solid tumor	Erdafitinib(23558953)	Responsive	Pre_clinical
FGFR2--KIAA1967	Solid tumor	AZD4547(23558953)	Responsive	Pre_clinical
FGFR2--KIAA1967	Solid tumor	BGJ398(23558953)	Responsive	Pre_clinical
FGFR2--KIAA1967	Solid tumor	Debio1347(23558953)	Responsive	Pre_clinical
FGFR2--KIAA1967	Solid tumor	Erdafitinib(23558953)	Responsive	Pre_clinical
FGFR2--MGEA5	Solid tumor	AZD4547(24550739)	Responsive	Pre_clinical
FGFR2--MGEA5	Solid tumor	BGJ398(24550739)	Responsive	Pre_clinical
FGFR2--MGEA5	Solid tumor	Debio1347(24550739)	Responsive	Pre_clinical
FGFR2--MGEA5	Solid tumor	Erdafitinib(24550739)	Responsive	Pre_clinical
FGFR2--TACC3	Solid tumor	AZD4547(26048680)	Responsive	Pre_clinical
FGFR2--TACC3	Solid tumor	BGJ398(26048680)	Responsive	Pre_clinical
FGFR2--TACC3	Solid tumor	Debio1347(26048680)	Responsive	Pre_clinical
FGFR2--TACC3	Solid tumor	Erdafitinib(26048680)	Responsive	Pre_clinical
FGFR3--.	Bladder-Urinary Tract Cancer	Erdafitinib	Responsive	Approved
FGFR3--.	Diffuse Glioma	FGFR inhibitors(26324363)	Responsive	Clinical_trial
FGFR3--.	Bladder-Urinary Tract Cancer	AZD4547(23298836, 23661334, 22837387, 23558953)	Responsive	Clinical_trial
FGFR3--.	Bladder-Urinary Tract Cancer	BGJ398(23298836, 23661334, 22837387, 23558953)	Responsive	Clinical_trial
FGFR3--.	Bladder-Urinary Tract Cancer	Debio1347(23298836, 23661334, 22837387, 23558953)	Responsive	Clinical_trial
FGFR3--.	Bladder Adenocarcinoma	FGFR inhibitors(26324363;ASCO 2017 (abstr 2500))	Responsive	Pre_clinical
FGFR3--.	Solid tumor	AZD4547(23298836, 23661334, 22837387, 23558953)	Responsive	Pre_clinical
FGFR3--.	Solid tumor	BGJ398(23298836, 23661334, 22837387, 23558953)	Responsive	Pre_clinical
FGFR3--.	Solid tumor	Debio1347(23298836, 23661334, 22837387, 23558953)	Responsive	Pre_clinical
FGFR3--.	Solid tumor	Erdafitinib(23298836, 23661334, 22837387, 23558953)	Responsive	Pre_clinical
FGFR3--BAIAP2L1	Solid tumor	AZD4547(23175443)	Responsive	Pre_clinical
FGFR3--BAIAP2L1	Solid tumor	BGJ398(23175443)	Responsive	Pre_clinical
FGFR3--BAIAP2L1	Solid tumor	Debio1347(23175443)	Responsive	Pre_clinical
FGFR3--BAIAP2L1	Solid tumor	Erdafitinib(23175443)	Responsive	Pre_clinical
FGFR3--TACC3	Non-Small Cell Lung Cancer	FGFR inhibitors(25294908)	Responsive	Pre_clinical
FGFR3--TACC3	Solid tumor	AZD4547(25609060, 22837387)	Responsive	Pre_clinical
FGFR3--TACC3	Solid tumor	BGJ398(25609060, 22837387)	Responsive	Pre_clinical
FGFR3--TACC3	Solid tumor	Debio1347(25609060, 22837387)	Responsive	Pre_clinical
FGFR3--TACC3	Solid tumor	Erdafitinib(25609060, 22837387)	Responsive	Pre_clinical
KIF5B--RET	Medullary Thyroid Cancer	BLU-667(22327624, 30487236)	Responsive	Clinical_trial
KIF5B--RET	Medullary Thyroid Cancer	LOXO-292(22327624, 30487236)	Responsive	Clinical_trial
MET--.	Diffuse Glioma	Crizotinib(27748748)	Responsive	Pre_clinical
MET--.	Any cancer	Crizotinib(28512244, 29102694, 28510278, 27748748, 29527595, 29284707)	Responsive	Pre_clinical
MLL--.	Acute Myeloid Leukemia	Daunorubicin	Responsive	Approved
MLL--.	Acute Myeloid Leukemia	Belinostat(NCT00351975;NCT00357032;22015773)	Responsive	Clinical_trial
MLL--.	Acute lymphoblastic leukemia	EPZ-5676(NCT02141828;NCT01684150;21741596)	Responsive	Clinical_trial
MLL--.	Acute Myeloid Leukemia	EPZ-5676(NCT02141828;NCT01684150;21741596)	Responsive	Clinical_trial
MLL--.	Myelodysplastic Syndromes	EPZ-5676(NCT02141828;NCT01684150;21741596)	Responsive	Clinical_trial
MLL--.	Acute Myeloid Leukemia	BET inhibitors(21964340)	Responsive	Pre_clinical
NCOA4--RET	Medullary Thyroid Cancer	BLU-667(30279230, 28011461, 27626672, 30487236)	Responsive	Clinical_trial
NCOA4--RET	Medullary Thyroid Cancer	LOXO-292(30279230, 28011461, 27626672, 30487236)	Responsive	Clinical_trial
NOTCH1--.	Acute lymphoblastic leukemia	Gamma secretase inhibitors(16688224;23033986)	Responsive	Pre_clinical
NOTCH1--.	Invasive Breast Carcinoma	Gamma secretase inhibitors(22101766)	Responsive	Pre_clinical
NOTCH2--.	Invasive Breast Carcinoma	Gamma secretase inhibitors(22101766)	Responsive	Pre_clinical
NRG1--.	Lung Adenocarcinoma	Afatinib(AACR 2016 (abstr 2631))	Responsive	Pre_clinical
NRG1--.	Lung Adenocarcinoma	Lapatinib(24727320)	Responsive	Pre_clinical
NTRK1--.	Solid tumor	Larotrectinib	Responsive	Approved
NTRK1--.	Any cancer	Pan-TKR inhibitors(28183697;ASCO 2017 (LBA2501))	Responsive	Clinical_trial
NTRK1--.	Solid tumor	Entrectinib(24162815)	Responsive	Clinical_trial
NTRK1--.	Lung Adenocarcinoma	Crizotinib(ASCO 2013 (abstr 8023))	Responsive	Pre_clinical
NTRK1--.	Colorectal Adenocarcinoma	Pan-TK inhibitors(26546295)	Responsive	Pre_clinical
NTRK1--.	Lung Adenocarcinoma	Pan-TK inhibitors(24162815)	Responsive	Pre_clinical
NTRK2--.	Solid tumor	Larotrectinib	Responsive	Approved
NTRK2--.	Solid tumor	Entrectinib(26884591, 24647444, 24445538, 26457764, 26797418, 24162815, 27843590, 26603524)	Responsive	Clinical_trial
NTRK3--.	Solid tumor	Larotrectinib	Responsive	Approved
NTRK3--.	Solid tumor	Entrectinib(26884591, 26457764, 26797418, 27148571, 26603524)	Responsive	Clinical_trial
NTRK3--.	Invasive Breast Carcinoma	IGF1R inhibitors(21148487;23131561)	Responsive	Pre_clinical
NTRK3--.	Invasive Breast Carcinoma	Midostaurin(21148487;23131561)	Responsive	Pre_clinical
NTRK3--.	Invasive Breast Carcinoma	PI3K pathway inhibitors(21148487;23131561)	Responsive	Pre_clinical
PDGFB--COL1A1	Dermatofibrosarcoma Protuberans	Imatinib	Responsive	Approved
PDGFRA--.	Myelodysplastic Syndromes	Imatinib	Responsive	Approved
PDGFRA--.	Myelodysplastic Syndromes	Imatinib	Responsive	Approved
PDGFRA--.	Gastrointestinal Stromal Tumor	Imatinib	Responsive	Approved
PDGFRA--.	Myelodysplastic-Myeloproliferative Neoplasms	Imatinib	Responsive	Approved
PDGFRB--.	Myelodysplastic-Myeloproliferative Neoplasms	Imatinib	Responsive	Approved
PML--RARA	Acute Myeloid Leukemia	Tretinoin + Arsenic Trioxide	Responsive	Approved
PML--RARA	Acute Promyelocytic Leukemia	Tretinoin	Responsive	Approved
PML--RARA	Acute Myeloid Leukemia	Volasertib(NCT02198482;NCT01662505)	Responsive	Clinical_trial
RAF1--.	Langerhans Cell Histiocytosis	Cobimetinib(27810072, 19363522, 20526349, 23637631)	Responsive	Clinical_trial
RAF1--.	Prostate Adenocarcinoma	Pan-RAF inhibitors(20526349)	Responsive	Pre_clinical
RAF1--.	Prostate Adenocarcinoma	Sorafenib(20526349)	Responsive	Pre_clinical
RAF1--.	Prostate Adenocarcinoma	U0126(20526349)	Responsive	Pre_clinical
RET--.	Non-Small Cell Lung Cancer	Cabozantinib	Responsive	Approved
RET--.	Non-Small Cell Lung Cancer	Vandetanib	Responsive	Approved
RET--.	Lung Adenocarcinoma	Cabozantinib(28447912)	Responsive	Clinical_trial
RET--.	Lung Adenocarcinoma	Sunitinib(28447912)	Responsive	Clinical_trial
RET--.	Lung Adenocarcinoma	Vandetanib(28447912)	Responsive	Clinical_trial
RET--.	Medullary Thyroid Cancer	BLU-667(29912274, 27803005, 25064355, 27825636, 29657135, 22327623)	Responsive	Clinical_trial
RET--.	Non-Small Cell Lung Cancer	BLU-667(29912274, 27803005, 25064355, 27825636, 29657135, 22327623)	Responsive	Clinical_trial
RET--.	Medullary Thyroid Cancer	LOXO-292(29912274, 27803005, 25064355, 27825636, 29657135, 22327623)	Responsive	Clinical_trial
RET--.	Non-Small Cell Lung Cancer	LOXO-292(29912274, 27803005, 25064355, 27825636, 29657135, 22327623)	Responsive	Clinical_trial
RET--.	Lung Adenocarcinoma	Nintedanib(26787234)	Responsive	Pre_clinical
RET--.	Lung Adenocarcinoma	RET inhibitors(22327624;22327622)	Responsive	Pre_clinical
RET--TPCN1	Thyroid Cancer	Cabozantinib(21470995)	Responsive	Pre_clinical
RET--TPCN1	Thyroid Cancer	RET inhibitors(23056499)	Responsive	Pre_clinical
RET--TPCN1	Thyroid Cancer	Sunitinib(21470995)	Responsive	Pre_clinical
RET--TPCN1	Thyroid Cancer	Vandetanib(21470995)	Responsive	Pre_clinical
ROS1--.	Non-Small Cell Lung Cancer	Crizotinib	Responsive	Approved
ROS1--.	Lung Adenocarcinoma	Crizotinib(25264305)	Responsive	Clinical_trial
ROS1--.	Lung Adenocarcinoma	Cabozantinib(27370605)	Responsive	Pre_clinical
ROS1--.	Inflammatory Myofibroblastic Tumor	Crizotinib(24875859)	Responsive	Pre_clinical
ROS1--.	Lung Adenocarcinoma	HSP90 inhibitors(23533265)	Responsive	Pre_clinical
RUFY1--RET	Medullary Thyroid Cancer	BLU-667(30279230)	Responsive	Clinical_trial
RUFY1--RET	Medullary Thyroid Cancer	LOXO-292(30279230)	Responsive	Clinical_trial
SRGAP3--RAF1	Langerhans Cell Histiocytosis	Cobimetinib(19363522)	Responsive	Clinical_trial
TMPRSS2--.	Prostate Adenocarcinoma	DNA-PKc inhibitors(21575865)	Responsive	Pre_clinical
TMPRSS2--.	Prostate Adenocarcinoma	PARP inhibitors(21575865)	Responsive	Pre_clinical
FGFR2--AHCYL1	Solid tumor	levonorgestrel(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--AHCYL1	Solid tumor	levonorgestrel(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--AHCYL1	Solid tumor	levonorgestrel(10.1038/s43018-019-0018-6)	Responsive	Repurposed
FGFR2--AHCYL1	Solid tumor	levonorgestrel(10.1038/s43018-019-0018-6)	Responsive	Repurposed
AKT3--.	Invasive Breast Carcinoma	GSK2110183(10.1038/s43018-019-0018-6)	Responsive	Repurposed
AKT3--.	Invasive Breast Carcinoma	MK-2206(10.1038/s43018-019-0018-6)	Responsive	Repurposed
ALK--.	Non-Small Cell Lung Cancer	torasemide(10.1038/s43018-019-0018-6)	Responsive	Repurposed
ALK--.	Non-Small Cell Lung Cancer	torasemide(10.1038/s43018-019-0018-6)	Responsive	Repurposed
ALK--.	Non-Small Cell Lung Cancer	torasemide(10.1038/s43018-019-0018-6)	Responsive	Repurposed
ALK--.	Non-Small Cell Lung Cancer	torasemide(10.1038/s43018-019-0018-6)	Responsive	Repurposed
ALK--.	Lung Adenocarcinoma	torasemide(10.1038/s43018-019-0018-6)	Responsive	Repurposed
ALK--.	Lung Adenocarcinoma	torasemide(10.1038/s43018-019-0018-6)	Responsive	Repurposed
ALK--.	Lung Adenocarcinoma	torasemide(10.1038/s43018-019-0018-6)	Responsive	Repurposed
ALK--.	Inflammatory Myofibroblastic Tumor	torasemide(10.1038/s43018-019-0018-6)	Responsive	Repurposed
ALK--.	Inflammatory Myofibroblastic Tumor	torasemide(10.1038/s43018-019-0018-6)	Responsive	Repurposed
ALK--.	Non-Small Cell Lung Cancer	torasemide(10.1038/s43018-019-0018-6)	Responsive	Repurposed
ALK--.	Hematologic cancer	torasemide(10.1038/s43018-019-0018-6)	Responsive	Repurposed
ALK--.	Glioblastoma	torasemide(10.1038/s43018-019-0018-6)	Responsive	Repurposed
ALK--.	Lymphoid Neoplasm	torasemide(10.1038/s43018-019-0018-6)	Responsive	Repurposed
ALK--.	Lung Adenocarcinoma	torasemide(10.1038/s43018-019-0018-6)	Responsive	Repurposed
ALK--.	Non-Small Cell Lung Cancer	torasemide(10.1038/s43018-019-0018-6)	Responsive	Repurposed
ALK--.	Lung Adenocarcinoma	torasemide(10.1038/s43018-019-0018-6)	Responsive	Repurposed
ALK--.	Lung Adenocarcinoma	torasemide(10.1038/s43018-019-0018-6)	Responsive	Repurposed
ALK--.	Lung Adenocarcinoma	torasemide(10.1038/s43018-019-0018-6)	Responsive	Repurposed
ALK--.	Lung Adenocarcinoma	torasemide(10.1038/s43018-019-0018-6)	Responsive	Repurposed
ALK--.	Colorectal Adenocarcinoma	torasemide(10.1038/s43018-019-0018-6)	Responsive	Repurposed
ALK--.	Colorectal Adenocarcinoma	torasemide(10.1038/s43018-019-0018-6)	Responsive	Repurposed
ALK--.	Inflammatory Myofibroblastic Tumor	torasemide(10.1038/s43018-019-0018-6)	Responsive	Repurposed
ALK--.	Inflammatory Myofibroblastic Tumor	torasemide(10.1038/s43018-019-0018-6)	Responsive	Repurposed
ALK--.	Thyroid Cancer	torasemide(10.1038/s43018-019-0018-6)	Responsive	Repurposed
ALK--.	Colorectal Adenocarcinoma	torasemide(10.1038/s43018-019-0018-6)	Responsive	Repurposed
CAD--ALK	Non-Small Cell Lung Cancer	torasemide(10.1038/s43018-019-0018-6)	Responsive	Repurposed
CAD--ALK	Non-Small Cell Lung Cancer	torasemide(10.1038/s43018-019-0018-6)	Responsive	Repurposed
EML4--ALK	Non-Small Cell Lung Cancer	torasemide(10.1038/s43018-019-0018-6)	Responsive	Repurposed
EML4--ALK	Non-Small Cell Lung Cancer	torasemide(10.1038/s43018-019-0018-6)	Responsive	Repurposed
KIF5B--ALK	Non-Small Cell Lung Cancer	torasemide(10.1038/s43018-019-0018-6)	Responsive	Repurposed
KIF5B--ALK	Non-Small Cell Lung Cancer	torasemide(10.1038/s43018-019-0018-6)	Responsive	Repurposed
NPM--ALK	Non-Small Cell Lung Cancer	torasemide(10.1038/s43018-019-0018-6)	Responsive	Repurposed
NPM--ALK	Non-Small Cell Lung Cancer	torasemide(10.1038/s43018-019-0018-6)	Responsive	Repurposed
RANBP1--ALK	Non-Small Cell Lung Cancer	torasemide(10.1038/s43018-019-0018-6)	Responsive	Repurposed
RANBP1--ALK	Non-Small Cell Lung Cancer	torasemide(10.1038/s43018-019-0018-6)	Responsive	Repurposed
RANBP2--ALK	Non-Small Cell Lung Cancer	torasemide(10.1038/s43018-019-0018-6)	Responsive	Repurposed
RANBP2--ALK	Non-Small Cell Lung Cancer	torasemide(10.1038/s43018-019-0018-6)	Responsive	Repurposed
STRN--ALK	Non-Small Cell Lung Cancer	torasemide(10.1038/s43018-019-0018-6)	Responsive	Repurposed
STRN--ALK	Non-Small Cell Lung Cancer	torasemide(10.1038/s43018-019-0018-6)	Responsive	Repurposed
BRAF--.	Langerhans Cell Histiocytosis	bafetinib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
BRAF--.	Langerhans Cell Histiocytosis	PLX-4720(10.1038/s43018-019-0018-6)	Responsive	Repurposed
BRAF--.	Langerhans Cell Histiocytosis	dabrafenib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
BRAF--.	Langerhans Cell Histiocytosis	MLN2480(10.1038/s43018-019-0018-6)	Responsive	Repurposed
BRAF--.	Langerhans Cell Histiocytosis	SB-590885(10.1038/s43018-019-0018-6)	Responsive	Repurposed
BRAF--.	Langerhans Cell Histiocytosis	vemurafenib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
BRAF--.	Langerhans Cell Histiocytosis	refametinib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
BRAF--.	Langerhans Cell Histiocytosis	MEK1-2-inhibitor(10.1038/s43018-019-0018-6)	Responsive	Repurposed
BRAF--.	Langerhans Cell Histiocytosis	camicinal(10.1038/s43018-019-0018-6)	Responsive	Repurposed
BRAF--.	Melanoma	bafetinib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
BRAF--.	Melanoma	PLX-4720(10.1038/s43018-019-0018-6)	Responsive	Repurposed
BRAF--.	Melanoma	dabrafenib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
BRAF--.	Melanoma	MLN2480(10.1038/s43018-019-0018-6)	Responsive	Repurposed
BRAF--.	Melanoma	SB-590885(10.1038/s43018-019-0018-6)	Responsive	Repurposed
BRAF--.	Melanoma	vemurafenib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
BRAF--.	Melanoma	refametinib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
BRAF--.	Melanoma	MEK1-2-inhibitor(10.1038/s43018-019-0018-6)	Responsive	Repurposed
BRAF--.	Melanoma	camicinal(10.1038/s43018-019-0018-6)	Responsive	Repurposed
BRAF--.	Ovarian-Fallopian Tube Cancer	bafetinib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
BRAF--.	Ovarian-Fallopian Tube Cancer	PLX-4720(10.1038/s43018-019-0018-6)	Responsive	Repurposed
BRAF--.	Ovarian-Fallopian Tube Cancer	dabrafenib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
BRAF--.	Ovarian-Fallopian Tube Cancer	MLN2480(10.1038/s43018-019-0018-6)	Responsive	Repurposed
BRAF--.	Ovarian-Fallopian Tube Cancer	SB-590885(10.1038/s43018-019-0018-6)	Responsive	Repurposed
BRAF--.	Ovarian-Fallopian Tube Cancer	vemurafenib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
BRAF--.	Ovarian-Fallopian Tube Cancer	refametinib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
BRAF--.	Ovarian-Fallopian Tube Cancer	MEK1-2-inhibitor(10.1038/s43018-019-0018-6)	Responsive	Repurposed
BRAF--.	Ovarian-Fallopian Tube Cancer	camicinal(10.1038/s43018-019-0018-6)	Responsive	Repurposed
BRAF--.	Melanoma	bafetinib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
BRAF--.	Melanoma	PLX-4720(10.1038/s43018-019-0018-6)	Responsive	Repurposed
BRAF--.	Melanoma	dabrafenib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
BRAF--.	Melanoma	MLN2480(10.1038/s43018-019-0018-6)	Responsive	Repurposed
BRAF--.	Melanoma	SB-590885(10.1038/s43018-019-0018-6)	Responsive	Repurposed
BRAF--.	Melanoma	vemurafenib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
BRAF--.	Melanoma	refametinib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
BRAF--.	Melanoma	MEK1-2-inhibitor(10.1038/s43018-019-0018-6)	Responsive	Repurposed
BRAF--.	Melanoma	camicinal(10.1038/s43018-019-0018-6)	Responsive	Repurposed
BRAF--.	Ovarian-Fallopian Tube Cancer	bafetinib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
BRAF--.	Ovarian-Fallopian Tube Cancer	PLX-4720(10.1038/s43018-019-0018-6)	Responsive	Repurposed
BRAF--.	Ovarian-Fallopian Tube Cancer	dabrafenib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
BRAF--.	Ovarian-Fallopian Tube Cancer	MLN2480(10.1038/s43018-019-0018-6)	Responsive	Repurposed
BRAF--.	Ovarian-Fallopian Tube Cancer	SB-590885(10.1038/s43018-019-0018-6)	Responsive	Repurposed
BRAF--.	Ovarian-Fallopian Tube Cancer	vemurafenib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
BRAF--.	Ovarian-Fallopian Tube Cancer	refametinib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
BRAF--.	Ovarian-Fallopian Tube Cancer	MEK1-2-inhibitor(10.1038/s43018-019-0018-6)	Responsive	Repurposed
BRAF--.	Ovarian-Fallopian Tube Cancer	camicinal(10.1038/s43018-019-0018-6)	Responsive	Repurposed
BRAF--.	Lung Adenocarcinoma	bafetinib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
BRAF--.	Lung Adenocarcinoma	PLX-4720(10.1038/s43018-019-0018-6)	Responsive	Repurposed
BRAF--.	Lung Adenocarcinoma	dabrafenib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
BRAF--.	Lung Adenocarcinoma	MLN2480(10.1038/s43018-019-0018-6)	Responsive	Repurposed
BRAF--.	Lung Adenocarcinoma	SB-590885(10.1038/s43018-019-0018-6)	Responsive	Repurposed
BRAF--.	Lung Adenocarcinoma	vemurafenib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
BRAF--.	Lung Adenocarcinoma	refametinib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
BRAF--.	Lung Adenocarcinoma	MEK1-2-inhibitor(10.1038/s43018-019-0018-6)	Responsive	Repurposed
BRAF--.	Lung Adenocarcinoma	camicinal(10.1038/s43018-019-0018-6)	Responsive	Repurposed
BRAF--.	Cutaneous Melanoma	bafetinib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
BRAF--.	Cutaneous Melanoma	PLX-4720(10.1038/s43018-019-0018-6)	Responsive	Repurposed
BRAF--.	Cutaneous Melanoma	dabrafenib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
BRAF--.	Cutaneous Melanoma	MLN2480(10.1038/s43018-019-0018-6)	Responsive	Repurposed
BRAF--.	Cutaneous Melanoma	SB-590885(10.1038/s43018-019-0018-6)	Responsive	Repurposed
BRAF--.	Cutaneous Melanoma	vemurafenib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
BRAF--.	Cutaneous Melanoma	refametinib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
BRAF--.	Cutaneous Melanoma	MEK1-2-inhibitor(10.1038/s43018-019-0018-6)	Responsive	Repurposed
BRAF--.	Cutaneous Melanoma	camicinal(10.1038/s43018-019-0018-6)	Responsive	Repurposed
BRAF--.	Lung Adenocarcinoma	bafetinib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
BRAF--.	Lung Adenocarcinoma	PLX-4720(10.1038/s43018-019-0018-6)	Responsive	Repurposed
BRAF--.	Lung Adenocarcinoma	dabrafenib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
BRAF--.	Lung Adenocarcinoma	MLN2480(10.1038/s43018-019-0018-6)	Responsive	Repurposed
BRAF--.	Lung Adenocarcinoma	SB-590885(10.1038/s43018-019-0018-6)	Responsive	Repurposed
BRAF--.	Lung Adenocarcinoma	vemurafenib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
BRAF--.	Lung Adenocarcinoma	refametinib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
BRAF--.	Lung Adenocarcinoma	MEK1-2-inhibitor(10.1038/s43018-019-0018-6)	Responsive	Repurposed
BRAF--.	Lung Adenocarcinoma	camicinal(10.1038/s43018-019-0018-6)	Responsive	Repurposed
BRAF--.	Prostate Adenocarcinoma	bafetinib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
BRAF--.	Prostate Adenocarcinoma	PLX-4720(10.1038/s43018-019-0018-6)	Responsive	Repurposed
BRAF--.	Prostate Adenocarcinoma	dabrafenib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
BRAF--.	Prostate Adenocarcinoma	MLN2480(10.1038/s43018-019-0018-6)	Responsive	Repurposed
BRAF--.	Prostate Adenocarcinoma	SB-590885(10.1038/s43018-019-0018-6)	Responsive	Repurposed
BRAF--.	Prostate Adenocarcinoma	vemurafenib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
BRAF--.	Prostate Adenocarcinoma	refametinib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
BRAF--.	Prostate Adenocarcinoma	MEK1-2-inhibitor(10.1038/s43018-019-0018-6)	Responsive	Repurposed
BRAF--.	Prostate Adenocarcinoma	camicinal(10.1038/s43018-019-0018-6)	Responsive	Repurposed
BRAF--.	Ovarian-Fallopian Tube Cancer	bafetinib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
BRAF--.	Ovarian-Fallopian Tube Cancer	PLX-4720(10.1038/s43018-019-0018-6)	Responsive	Repurposed
BRAF--.	Ovarian-Fallopian Tube Cancer	dabrafenib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
BRAF--.	Ovarian-Fallopian Tube Cancer	MLN2480(10.1038/s43018-019-0018-6)	Responsive	Repurposed
BRAF--.	Ovarian-Fallopian Tube Cancer	SB-590885(10.1038/s43018-019-0018-6)	Responsive	Repurposed
BRAF--.	Ovarian-Fallopian Tube Cancer	vemurafenib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
BRAF--.	Ovarian-Fallopian Tube Cancer	refametinib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
BRAF--.	Ovarian-Fallopian Tube Cancer	MEK1-2-inhibitor(10.1038/s43018-019-0018-6)	Responsive	Repurposed
BRAF--.	Ovarian-Fallopian Tube Cancer	camicinal(10.1038/s43018-019-0018-6)	Responsive	Repurposed
BRAF--.	Cutaneous Melanoma	bafetinib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
BRAF--.	Cutaneous Melanoma	PLX-4720(10.1038/s43018-019-0018-6)	Responsive	Repurposed
BRAF--.	Cutaneous Melanoma	dabrafenib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
BRAF--.	Cutaneous Melanoma	MLN2480(10.1038/s43018-019-0018-6)	Responsive	Repurposed
BRAF--.	Cutaneous Melanoma	SB-590885(10.1038/s43018-019-0018-6)	Responsive	Repurposed
BRAF--.	Cutaneous Melanoma	vemurafenib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
BRAF--.	Cutaneous Melanoma	refametinib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
BRAF--.	Cutaneous Melanoma	MEK1-2-inhibitor(10.1038/s43018-019-0018-6)	Responsive	Repurposed
BRAF--.	Cutaneous Melanoma	camicinal(10.1038/s43018-019-0018-6)	Responsive	Repurposed
BRAF--.	Lung Adenocarcinoma	bafetinib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
BRAF--.	Lung Adenocarcinoma	PLX-4720(10.1038/s43018-019-0018-6)	Responsive	Repurposed
BRAF--.	Lung Adenocarcinoma	dabrafenib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
BRAF--.	Lung Adenocarcinoma	MLN2480(10.1038/s43018-019-0018-6)	Responsive	Repurposed
BRAF--.	Lung Adenocarcinoma	SB-590885(10.1038/s43018-019-0018-6)	Responsive	Repurposed
BRAF--.	Lung Adenocarcinoma	vemurafenib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
BRAF--.	Lung Adenocarcinoma	refametinib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
BRAF--.	Lung Adenocarcinoma	MEK1-2-inhibitor(10.1038/s43018-019-0018-6)	Responsive	Repurposed
BRAF--.	Lung Adenocarcinoma	camicinal(10.1038/s43018-019-0018-6)	Responsive	Repurposed
BRAF--.	Prostate Adenocarcinoma	bafetinib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
BRAF--.	Prostate Adenocarcinoma	PLX-4720(10.1038/s43018-019-0018-6)	Responsive	Repurposed
BRAF--.	Prostate Adenocarcinoma	dabrafenib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
BRAF--.	Prostate Adenocarcinoma	MLN2480(10.1038/s43018-019-0018-6)	Responsive	Repurposed
BRAF--.	Prostate Adenocarcinoma	SB-590885(10.1038/s43018-019-0018-6)	Responsive	Repurposed
BRAF--.	Prostate Adenocarcinoma	vemurafenib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
BRAF--.	Prostate Adenocarcinoma	refametinib(10.1038/s43018-019-0018-6)	Responsive	Repurposed
BRAF--.	Prostate Adenocarcinoma	MEK1-2-inhibitor(10.1038/s43018-019-0018-6)	Responsive	Repurposed
BRAF--.	Prostate Adenocarcinoma	camicinal(10.1038/s43018-019-0018-6)	Responsive	Repurposed
